Time,Rainfall,MaxTemperature,AverageTemperature,MinTemperature,Wind,Humidity,Cases
2019-w51,1.016,32.77777778,27.977778,25.55555556,9.02,82.52857143,14
2019-w52,168.91,31.66666667,27.3222222,23.88888889,8.48,82.55714286,6
2019-w53,3.048,30,27.6222222,25,8.41,84.81428571,0
2020-w1,0.762,31.11111111,27.227778,25.55555556,6.84,83.58571429,9
2020-w2,4.826,30.55555556,27.7,23.33333333,8.78,83.62857143,15
2020-w3,0.762,31.66666667,26.994444,24.44444444,5.8,79.2,17
2020-w4,1.778,30,27.8055556,24.44444444,8.93,79.62857,14
2020-w5,1.016,30,26.761111,24.44444444,9.13,79.45714,12
2020-w6,5.588,31.66666667,26.816667,23.33333333,10.22,79.88571,22
2020-w7,2.032,31.11111111,26.1555556,23.33333333,8.79,87.4,10
2020-w8,1.016,31.11111111,27.322222,25.55555556,7.56,80.87143,14
2020-w9,0,32.22222222,27.627778,25.55555556,5.44,81.81429,14
2020-w10,0,32.77777778,28.4055556,25.55555556,7.02,78.95714,12
2020-w11,0,32.77777778,28.5944444,26.11111111,8.14,78.78571,10
2020-w12,2.032,32.22222222,28.811111,25.55555556,7.89,79.21429,11
2020-w13,0,32.77777778,28.916667,25.55555556,6.04,79.24286,5
2020-w14,0,33.33333333,29.138889,26.11111111,6.04,78.35714,0
2020-w15,0.762,33.88888889,29.672222,26.66666667,8.3,77.27143,1
2020-w16,0,33.33333333,28.794444,27.22222222,7.79,75.84286,1
2020-w17,0.254,34.44444444,29.783333,27.22222222,5.12,77.54286,2
2020-w18,2.286,33.88888889,30.227778,26.11111111,5.19,75.92857,0
2020-w19,3.048,34.44444444,29.95,26.11111111,3.99,77.57143,1
2020-w20,93.218,35,30.005556,25,3.67,77.78571,0
2020-w21,4.064,33.33333333,29.688889,26.11111111,3.69,78.08571,1
2020-w22,13.716,32.77777778,29.838889,25,3.81,78.62857,3
2020-w23,19.812,32.77777778,28.227778,25,3.7,84.17143,3
2020-w24,4.318,32.77777778,28.5222222,25.55555556,3.15,81.91429,2
2020-w25,7.366,33.88888889,29.155556,16.11111111,3.28,78.67143,4
2020-w26,4.572,32.77777778,28.2666667,25,4.27,81.92857,2
2020-w27,21.59,33.33333333,29.405556,25,4.95,80.28571,7
2020-w28,10.16,32.77777778,29.138889,25,3.85,80.92857,5
2020-w29,14.478,32.77777778,28.694444,25.55555556,5.23,82.82857,4
2020-w30,18.796,32.77777778,28.25,25,5.14,83.75714,9
2020-w31,16.002,32.77777778,27.622222,25,5.79,81.48571,6
2020-w32,2.54,33.33333333,27.7,25,3.48,80.88571,5
2020-w33,0,35,28.316667,25.55555556,3.87,82.21429,8
2020-w34,1.778,34.44444444,29.488889,25.55555556,3.94,77.77143,3
2020-w35,5.08,33.88888889,29.216667,25.55555556,3.84,79.12857,2
2020-w36,7.62,33.33333333,29.188889,25,5.32,80.67143,3
2020-w37,22.098,33.33333333,28.2166667,25,3.99,83.22857,3
2020-w38,1.778,32.77777778,28.35,26.11111111,3.82,83.32857,1
2020-w39,10.414,33.33333333,29.1,25,3.77,80.85714,0
2020-w40,27.686,31.66666667,27.877778,25,4.49,85.58571,0
2020-w41,15.24,32.77777778,27.66667,25.55555556,5.49,84.21429,1
2020-w42,19.812,32.77777778,27.55556,24.44444444,7.69,81.9,2
2020-w43,9.652,32.77777778,26.95,25,4.76,81.74286,0
2020-w44,7.874,32.22222222,27.594444,25,5.79,86.15714,1
2020-w45,4.064,32.22222222,27.694444,26.11111111,9.11,82.14286,2
2020-w46,2.794,32.22222222,27.9111111,25.55555556,9.34,83.01429,3
2020-w47,9.652,31.66666667,28.25,25.55555556,7.17,83.05714,8
2020-w48,153.67,31.11111111,27.83333,25.55555556,5.31,85.1,1
2020-w49,10.414,31.66666667,27.283333,25.55555556,9.91,82.58571,0
2020-w50,2.54,31.66666667,28.077778,26.11111111,8.28,84.75714,3
2020-w51,12.954,31.66666667,28.316667,25.55555556,7.59,85.18571,5
2020-w52,2.794,30.55555556,27.877778,25.55555556,10.74,85.98571,7
2020-w53,0,31.66666667,27.65,25.55555556,7.59,81.95714,1
2021-w1,3.048,30.55555556,27.65,25.55555556,10.74,85.41428571,20
2021-w2,3.048,30,26.616667,23.88888889,11.91,87.57142857,5
2021-w3,9.144,31.11111111,27.033333,24.44444444,6.32,87.17142857,3
2021-w4,1.27,30.55555556,27.294444,25,9.43,84.24285714,6
2021-w5,0,30,26.505556,24.44444444,10.55,85.94285714,8
2021-w6,0,30.55555556,26.805556,24.44444444,5.7,87.85714286,8
2021-w7,9.144,30,26.927778,25,9.36,85.55714286,6
2021-w8,1.27,31.66666667,27.5,24.44444444,6.15,81.44285714,5
2021-w9,6.858,31.66666667,28.38889,26.11111111,7.59,82.74285714,8
2021-w10,9.906,31.66666667,27.261111,25,9.86,83.14285714,4
2021-w11,5.08,31.66666667,28.405556,25,5.21,84.94285714,6
2021-w12,1.016,32.22222222,28.61111,25.55555556,7.95,81.45714286,2
2021-w13,0,31.66666667,28.872222,26.66666667,6.38,81.34285714,3
2021-w14,4.572,31.66666667,28.822222,26.11111111,6.27,78.65714286,3
2021-w15,11.938,31.66666667,28.855556,26.11111111,7.84,81.98571429,7
2021-w16,1.778,32.22222222,28.433333,25,6.47,82.07142857,0
2021-w17,2.032,32.22222222,28.933333,25.55555556,5.56,79.04285714,4
2021-w18,1.778,32.77777778,29.466667,26.66666667,9.81,79.14285714,4
2021-w19,1.524,32.77777778,29.155556,25.55555556,7.11,80.28571429,2
2021-w20,3.556,32.22222222,28.711111,25.55555556,5.72,82.35714286,3
2021-w21,0,32.77777778,29.533333,26.11111111,3.59,78.97142857,4
2021-w22,0,33.33333333,28.561111,23.88888889,5.23,82.97142857,1
2021-w23,13.462,32.22222222,27.916667,25,2.91,83.14285714,8
2021-w24,8.128,33.33333333,29.16667,25,3.16,81.51428571,2
2021-w25,12.954,32.77777778,28.788889,25,3.48,81.07142857,18
2021-w26,14.986,32.77777778,28.733333,25,3.71,80.42857143,22
2021-w27,4.572,32.22222222,28.433333,25,4.73,83.48571429,22
2021-w28,0,32.77777778,28.716667,25.55555556,4.42,80.75714286,17
2021-w29,6.858,33.33333333,28.8,25,6.57,80.35714286,17
2021-w30,5.08,33.33333333,29.605556,25,6.57,79.14285714,20
2021-w31,7.874,33.88888889,29.538889,26.11111111,5.36,79.08571429,15
2021-w32,0.762,33.88888889,28.466667,25.55555556,5.63,82.15714286,14
2021-w33,18.796,32.77777778,29.177778,25,3.23,80.65714286,12
2021-w34,7.62,32.77777778,27.88889,25.55555556,3.82,82.07142857,3
2021-w35,21.59,32.22222222,28.194444,32.22222222,4.2,83.58571429,6
2021-w36,16.764,33.33333333,27.411111,25,3.18,84.55714286,3
2021-w37,7.112,32.22222222,28.394444,24.44444444,4.86,82.22857143,5
2021-w38,3.556,32.77777778,27.872222,24.44444444,3.81,85.78571429,3
2021-w39,10.414,32.77777778,28.95,25,3.88,81.05714286,7
2021-w40,7.366,32.77777778,28.094444,25.55555556,2.89,83.25714286,4
2021-w41,5.334,32.22222222,28.194444,25,4.98,82.58571429,5
2021-w42,1.524,33.33333333,28.561111,25.55555556,4.27,83.65714286,3
2021-w43,16.256,32.22222222,28.077778,25,6.28,84.34285714,3
2021-w44,6.096,32.22222222,28.361111,25.55555556,6.63,82.84285714,2
2021-w45,9.144,32.77777778,28.838889,26.66666667,8.41,82.97142857,2
2021-w46,3.048,32.22222222,28.683333,26.11111111,6.36,83.01428571,5
2021-w47,9.906,32.22222222,29,26.11111111,7.13,83.38571429,1
2021-w48,9.906,32.22222222,28.472222,26.11111111,8.15,81.95714286,3
2021-w49,3.81,30.55555556,27.544444,25.55555556,10.22,79.78571429,2
2021-w50,5.588,30.55555556,27.272222,24.44444444,11.18,82.32857143,1
2021-w51,0,31.11111111,28.283333,26.11111111,5.45,82.91428571,1
2021-w52,7.366,28.88888889,26.727778,23.88888889,10.87,81.78571429,0
2022-w1,0,30,27.238889,25,6.4,77.3,2
2022-w2,2.032,30.55555556,27.133333,24.44444444,6.94,82.22857,3
2022-w3,14.986,30.55555556,27.7666667,25.55555556,7.62,84.52857,3
2022-w4,0.254,30,27.016667,24.44444444,6.92,83.87143,3
2022-w5,0,30,26.8833333,26.11111111,8.5,83.85714,1
2022-w6,3.048,29.44444444,27.27778,25.55555556,6.83,81.25714,1
2022-w7,0.762,31.11111111,27.16667,24.44444444,6.37,81.68571,1
2022-w8,2.286,30,27.527778,26.11111111,9.12,81.82857,1
2022-w9,4.318,30.55555556,27.061111,25.55555556,7.45,84.62857,1
2022-w10,2.286,31.66666667,28.577778,26.66666667,5.58,80.74286,2
2022-w11,0.762,32.22222222,28.694444,26.11111111,6.19,79.55714,2
2022-w12,4.318,32.22222222,28.83333,25.55555556,7.77,78.77143,4
2022-w13,42.418,29.44444444,27.65,25,7.79,84.14286,6
2022-w14,1.016,31.66666667,26.355556,23.33333333,5.72,85.48571,0
2022-w15,3.81,-14.6,29.083333,26.66666667,6.48,76.95714,3
2022-w16,0,32.77777778,28.877778,25,6.08,79.68571,9
2022-w17,3.048,32.77777778,29.583333,27.22222222,6.46,75.52857,12
2022-w18,12.192,32.77777778,27.211111,26.66666667,5.54,77.41429,17
2022-w19,13.462,32.77777778,27.916667,24.44444444,3.65,82.18571,9
2022-w20,7.112,33.33333333,28.8889,25,3.57,78.34286,19
2022-w21,5.588,33.33333333,28.622222,24.44444444,3.95,79.87143,30
2022-w22,11.938,33.33333333,28.633333,25.55555556,4.25,80.6,15
2022-w23,10.922,32.77777778,29.205556,25,2.57,76.58571,20
2022-w24,10.922,32.77777778,28.372222,25,3.31,80.58571,36
2022-w25,7.874,32.77777778,28.25,25.55555556,4.4,80.8,69
2022-w26,5.08,32.77777778,28.494444,25.55555556,2.93,81.32857,87
2022-w27,11.43,32.77777778,28.644444,25.55555556,3.88,81.41429,91
2022-w28,8.89,33.33333333,28.633333,25,3.5,81.28571,95
2022-w29,24.892,32.77777778,28.216667,24.44444444,3.62,82.32857,109
2022-w30,3.302,38.33333333,28,24.44444444,2.83,82.25714,139
2022-w31,8.636,32.77777778,28.072222,25,2.57,80.81429,27
2022-w32,1.524,32.77777778,28.083333,25.55555556,3.51,79.01429,29
2022-w33,6.604,32.22222222,28.238889,25,4.62,80.82857,29
2022-w34,5.588,33.33333333,28.772222,25.55555556,3.83,80.21429,28
2022-w35,2.54,31.66666667,27.977778,26.11111111,2.77,82.7,26
2022-w36,0.762,32.77777778,28.4,25.55555556,3.73,79.42857,20
2022-w37,7.112,31.66666667,28.077778,25,3.89,81.71429,21
2022-w38,4.318,31.66666667,27.95,25,5.51,81.91429,18
2022-w39,0,32.22222222,28.755556,25.55555556,5.61,83.2,7
2022-w40,2.794,32.22222222,28.783333,25.55555556,4.24,80.51429,9
2022-w41,46.99,32.22222222,27.627778,25,3.52,86.75714,9
2022-w42,5.334,31.66666667,27.972222,24.44444444,8.83,86.64286,10
2022-w43,1.778,32.22222222,28.161111,25,6.95,83.14286,10
2022-w44,10.922,31.66666667,28.85,25.55555556,6.41,83.08571,7
2022-w45,12.446,31.66666667,28.272222,25.55555556,6.05,85.07143,10
2022-w46,1.778,31.66666667,28.744444,25,5.08,82.72857,18
2022-w47,4.572,31.66666667,28.411111,25.55555556,8.89,82.25714,12
2022-w48,2.794,31.66666667,28.216667,25.55555556,6.36,83.38571,6
2022-w49,8.89,30.55555556,28.077778,25,5.35,85.25714,7
2022-w50,4.064,30,27.088889,25,11.02,86.37143,4
2022-w51,12.446,30.55555556,26.688889,24.44444444,9.44,83.87143,18
2022-w52,5.842,31.11111111,27.533333,25.55555556,7.8,85.38571,8
2023-w1,5.842,27.77777778,25.9777778,24.44444444,8.13,86.52857,19
2023-w2,11.938,29.44444444,26.77778,25.55555556,5.7,87.18571,12
2023-w3,3.048,29.44444444,26.588889,24.44444444,9.57,86,17
2023-w4,9.652,30.55555556,26.744444,24.44444444,10.55,87.88571,19
2023-w5,2.286,30,26.655556,25,7.71,86.92857,21
2023-w6,1.778,29.44444444,26.311111,24.44444444,9.92,85.17143,11
2023-w7,17.526,30.55555556,27.2222,25.55555556,8.31,83.48571,11
2023-w8,6.096,27.22222222,25.727778,23.88888889,9.38,87.11429,6
2023-w9,0.254,30,26.877778,25.55555556,8.57,80.15714,8
2023-w10,5.08,30.55555556,27.538889,25.55555556,6.43,77.85714,15
2023-w11,0,32.22222222,28.3055556,25.55555556,6.51,80.22857,11
2023-w12,0,32.77777778,29.383333,27.22222222,5.5,78.24286,12
2023-w13,0,32.77777778,29.244444,27.22222222,5.32,76.1,11
2023-w14,3.556,32.77777778,28.705556,25,5.79,78.42857,11
2023-w15,0,33.33333333,30,26.11111111,4.82,78.48571,15
2023-w16,1.27,33.33333333,30.172222,26.11111111,6.69,77.7,17
2023-w17,14.986,33.33333333,29,25,6.25,81.8,15
2023-w18,7.112,32.77777778,30.1,26.66666667,4.11,78.52857,6
2023-w19,0,33.88888889,29.972222,26.66666667,4.11,79.22857,17
2023-w20,2.54,33.88888889,29.227778,26.11111111,4.07,79.7,12
2023-w21,1.778,32.77777778,28.394444,25,5.39,82.3,27
2023-w22,4.826,33.33333333,28.95,26.11111111,3.89,81.71429,20
2023-w23,4.318,33.33333333,29.166667,26.11111111,4.18,80.11429,12
2023-w24,4.826,32.77777778,29.466667,26.66666667,3.11,80.42857,37
2023-w25,4.318,32.77777778,28.422222,25.55555556,3.62,81.41429,30
2023-w26,6.858,33.33333333,29.38889,25.55555556,4.15,79.55714,54
2023-w27,9.398,32.77777778,28.494444,25,3.95,84.1,45
2023-w28,6.35,32.77777778,28.4,25.55555556,3.96,82.22857,47
2023-w29,1.778,32.77777778,28.3444444,25,5.46,81.81429,28
2023-w30,4.826,33.88888889,29.427778,25.55555556,5.16,74.98571,40
2023-w31,0,35,29.527778,25.55555556,4.25,75.54286,41
2023-w32,0.254,33.88888889,28.55,25.55555556,4.5,78.45714,42
2023-w33,0,33.88888889,29.161111,26.11111111,4.3,78.21429,22
2023-w34,7.366,33.88888889,28.394444,23.88888889,5.17,81.54286,31
2023-w35,4.064,33.88888889,29.27778,25.55555556,4.56,81.62857,35
2023-w36,11.176,32.77777778,28.594444,25,4.09,82.62857,22
2023-w37,27.432,32.22222222,28.494444,25,3.41,86.18571,27
2023-w38,0.762,32.77777778,28.883333,25.55555556,4.36,83.75714,44
2023-w39,3.048,33.33333333,29.205556,25.55555556,3.72,81.65714,42
2023-w40,20.32,33.33333333,28.9222222,25,4.26,84.75714,52
2023-w41,13.462,32.77777778,29.288889,25.55555556,4.87,81.1,33
2023-w42,9.144,32.77777778,29.483333,25,4.7,81.04286,34
2023-w43,6.35,32.77777778,29.505556,26.11111111,5.31,83.17143,36
2023-w44,6.35,32.77777778,29.672222,27.22222222,6.22,82.1,40
2023-w45,2.794,32.77777778,28.938889,26.11111111,8.86,83.78571,38
2023-w46,8.89,31.66666667,27.961111,25.55555556,8.12,85.62857,31
2023-w47,3.048,31.11111111,28.822222,27.22222222,8.38,85.18571,31
2023-w48,0,31.66666667,28.933333,26.66666667,6.31,81.95714,32
2023-w49,5.08,31.66666667,28.972222,26.66666667,7.02,82.58571,21
2023-w50,3.302,31.66666667,28.372222,25,7.9,83.51429,14
2023-w51,3.302,31.11111111,28.677778,26.66666667,8.21,83.51429,16
2024-w1,1.524,31.66666667,28.644444,26.66666667,7.31,83.38571,17
2024-w2,2.286,31.66666667,27.977778,25,8.41,82.34286,18
2024-w3,1.016,30.55555556,27.627778,25,8.89,78.01429,22
2024-w4,1.778,30.55555556,27.033333,23.88888889,9.27,81.27143,18
2024-w5,2.54,30.55555556,26.561111,22.77777778,7.22,84.65714,14
2024-w6,0.254,31.11111111,27.472222,25.55555556,6.25,84.18571,13
2024-w7,2.032,30.55555556,27.077778,23.88888889,8.56,85.02857,14
2024-w8,0.254,30.55555556,27.894444,26.11111111,6.78,80.71429,20
2024-w9,0.508,31.11111111,27.811111,25.55555556,7.63,78.8,11
2024-w10,0,31.66666667,28.2833333,25,6.61,80.34286,15
2024-w11,0,31.66666667,28.544444,26.11111111,7.22,78.41429,8
2024-w12,0,31.11111111,28.594444,26.11111111,7.25,78.25714,11
2024-w13,2.032,32.77777778,29.055556,25.55555556,6.84,80.58571,9
2024-w14,0,32.77777778,29.544444,26.66666667,7.73,78.75714,8
2024-w15,0,32.77777778,29.694444,27.22222222,7.04,79.11429,3
2024-w16,0,32.77777778,30.083333,27.77777778,6.9,76.82857,9
2024-w17,0,33.88888889,30.377778,27.22222222,6.93,78.28571,3
2024-w18,0,33.88888889,30.822222,27.77777778,7.27,74.22857,6
2024-w19,0.254,34.44444444,30.733333,28.33333333,6.52,77.02857,7
2024-w20,4.318,33.88888889,30.916667,27.77777778,5.86,77.98571,4
2024-w21,1.778,34.44444444,30.538889,26.11111111,5.43,79.32857,6
2024-w22,3.048,33.33333333,29.95,26.66666667,5.04,79.4,1
2024-w23,2.794,33.88888889,29.583333,25.55555556,3.66,82.44286,7
2024-w24,5.334,33.88888889,29.761111,25.55555556,3.7,81.41429,4
2024-w25,8.382,32.77777778,28.877778,25,3.92,82.65714,4
2024-w26,16.002,32.77777778,29.572222,26.11111111,5.97,82.31429,14
2024-w27,18.288,33.33333333,28.7055556,24.44444444,4.58,85.65714,28
2024-w28,31.496,32.22222222,28.416667,25,4.15,86.51429,40
2024-w29,4.826,32.22222222,27.35,24.44444444,4.45,87.12857,73
2024-w30,15.24,32.77777778,28.505556,24.44444444,5.09,84.44286,84
2024-w31,3.302,32.77777778,28.694444,25,4.06,82.1,181
2024-w32,0.762,32.77777778,28.116667,25,4.39,84.92857,226
2024-w33,17.78,33.33333333,29.288889,25.55555556,4.16,85.48571,205
2024-w34,3.048,33.33333333,29.355556,25,3.99,82.41429,209
2024-w35,11.43,32.77777778,28.305556,25.55555556,4.34,83.22857,162
2024-w36,9.906,33.88888889,28.383333,24.44444444,5.72,80.24286,103
2024-w37,9.906,33.33333333,28.22,25,5.31,81.74285714,121
2024-w38,7.366,32.77777778,27.4222222,25,5.42,82.34285714,91
2024-w39,1.524,32.77777778,29.5333333,25.55555556,4.88,87.77142857,104
2024-w40,1.016,33.33333333,28.866667,25.55555556,5.1,83.22857143,104
2024-w41,9.652,32.77777778,28.5611111,25,4.26,82.38571429,68
2024-w42,25.4,33.33333333,29.083333,25,4.91,84.32857143,55
2024-w43,20.574,31.66666667,27.455556,23.88888889,7.18,84.01428571,33
2024-w44,2.54,32.22222222,28.294444,25.55555556,4.71,85.78571429,25